game_id,game_date,home_team,away_team,home_score,away_score,spread_open,total_open
431788,2024-11-23,Jacksonville State,James Madison,65,71,,
411172,2024-11-23,Wake Forest,Detroit,67,57,,
427357,2024-11-23,Akron,Nebraska O.,92,84,,
427360,2024-11-23,Illinois,Md.-East. Shore,87,40,,
427362,2024-11-23,Mount St. Mary's,Delaware State,76,66,,
427363,2024-11-23,Wagner,Springfield Pride,81,46,,
427364,2024-11-23,Wisc. Milwaukee,Wofford,76,74,,
427365,2024-11-23,Texas A&M-CC,Le Moyne,82,61,,
427370,2024-11-23,American University,Mayaguez Bulldogs,73,56,,
427361,2024-11-23,Louisiana Monroe,North Alabama,62,74,,
427366,2024-11-23,DePaul,Northern Illinois,98,52,,
427367,2024-11-23,UMass,Temple,80,87,,
427368,2024-11-23,Idaho,Southern Utah,67,82,,
427369,2024-11-23,Long Beach State,Fresno State,69,72,,
427371,2024-11-23,Alabama A&M,Coastal Carolina,77,70,,
431789,2024-11-23,Toledo,UC San Diego,45,80,,
431790,2024-11-23,George Washington,Louisiana Lafayette,83,74,,
427372,2024-11-23,Loyola Chicago,Tulsa,89,53,,
427373,2024-11-23,USC Upstate,Queens Royals,74,98,,
427374,2024-11-23,Lamar,Alabama State,75,77,,
427375,2024-11-24,UNLV,New Mexico State,72,65,,
427376,2024-11-24,Stephen F. Austin,Youngstown State,64,57,,
427377,2024-11-24,Siu Edwardsville,St. Ambrose,83,49,,
427378,2024-11-24,Cleveland State,Kent State,52,68,,
427379,2024-11-24,Bucknell,Rider,53,57,,
427380,2024-11-24,Columbia,Stony Brook,82,63,,
427381,2024-11-24,California Baptist,East. Washington,79,68,,
427382,2024-11-24,Northern Colorado,Prairie View A&M,114,98,,
427385,2024-11-24,St. Marys (CA),Cal Poly,80,66,,
427383,2024-11-24,Brigham Young,Miss. Valley St.,87,43,,
427384,2024-11-24,Santa Clara,Stanford,69,71,,
431791,2024-11-24,Princeton,Portland,94,67,,
427386,2024-11-24,Boise State,Hampton,83,69,,
427425,2024-11-24,Georgia,St. John's (N.Y.),66,63,,
427387,2024-11-24,Maine Black Bears,Holy Cross,80,55,,
427388,2024-11-24,Portland State,Wofford,79,74,,
427389,2024-11-24,Lamar,Nebraska O.,59,65,,
427390,2024-11-24,Howard,Boston University,62,69,,
427391,2024-11-24,CSU Bakersfield,Northeastern,68,60,,
427396,2024-11-24,Rhode Island,Charleston,91,53,,
427398,2024-11-24,American University,Albany Great Danes,81,77,,
431792,2024-11-24,VCU Rams,Miami (FL),77,70,,
431793,2024-11-24,Wright State,South Florida,72,73,,
411173,2024-11-24,Kennesaw State,Rutgers,79,77,,
427392,2024-11-24,Appalachian State,William & Mary,79,76,,
427393,2024-11-24,Central Connecticut State,Binghamton,64,56,,
427394,2024-11-24,Lafayette,Rosemont,91,45,,
427395,2024-11-24,Maryland,Villanova,76,75,,
427397,2024-11-24,Vermont,Fairfield,66,67,,
427399,2024-11-24,Duquesne,South Dakota St.,60,71,,
427400,2024-11-24,Valparaiso,Eastern Illinois,81,53,,
427401,2024-11-24,St. Bonaventure,Bryant University,85,70,,
427403,2024-11-24,Wisc. Milwaukee,St. Thomas (Minn.),69,65,,
427404,2024-11-24,Akron,Alabama State,97,78,,
427405,2024-11-24,Florida Gulf Coast,Florida International,60,59,,
427406,2024-11-24,Northwestern St.,North Alabama,71,58,,
431795,2024-11-24,Nevada,Oklahoma State,90,78,,
431228,2024-11-24,UMKC,Mayaguez Bulldogs,88,55,,
427407,2024-11-24,UMass,Florida State,59,92,,
427408,2024-11-24,Air Force,Mercyhurst Lakers,82,48,,
427409,2024-11-24,California,Sacramento State,83,77,,
427410,2024-11-24,Evansville,Campbell,66,53,,
427411,2024-11-24,Morgan State,Towson,60,64,,
427412,2024-11-24,CS Northridge,Utah Tech,89,79,,
427413,2024-11-24,UC Riverside,Alcorn State,69,52,,
427414,2024-11-24,San Diego Toreros,Idaho,68,61,,
427415,2024-11-24,Lipscomb,Jackson State,77,53,,
427416,2024-11-24,Missouri,Arkansas-Pine Bluff,112,63,,
427417,2024-11-24,High Point,Missouri State,61,71,,
427418,2024-11-24,East Tennessee St,Queens Royals,82,67,,
431796,2024-11-24,Bradley,Middle Tenn. St.,80,69,,
431797,2024-11-24,McNeese State,Longwood,84,69,,
431798,2024-11-24,Wisconsin,Pittsburgh,81,75,,
431799,2024-11-24,Seton Hall,Florida Atlantic,63,61,,
427419,2024-11-24,Delaware,Yale,100,94,,
427420,2024-11-25,Montana,Denver,83,73,,
427421,2024-11-25,USC,Grambling St.,80,69,,
427422,2024-11-25,Boston College,Old Dominion,82,52,,
427423,2024-11-25,Montana State,Southern Miss,79,59,,
427424,2024-11-25,New Mexico,Texas Southern,99,68,,
431800,2024-11-25,Texas State,Ohio,74,65,,
431801,2024-11-25,Kansas State,Liberty,65,67,,
431802,2024-11-25,Vanderbilt,Drake,70,81,,
427426,2024-11-25,Chicago State,Radford,48,63,,
427427,2024-11-25,Siena,Miami (Ohio),58,70,,
431976,2024-11-25,Hampton,Duquesne,64,59,,
431229,2024-11-25,Eastern Kentucky,Ball State,61,63,,
427428,2024-11-25,Southern Univ.,Champion Christian Tigers,121,58,,
427429,2024-11-25,UMBC Retrievers,Howard,95,77,,
427430,2024-11-25,IPFW,Drexel,87,81,,
431805,2024-11-25,Louisiana Lafayette,UAB,86,98,,
431977,2024-11-25,South Dakota St.,Boise State,82,83,,
427452,2024-11-25,Alabama A&M,IU Indy,83,88,,
431806,2024-11-25,George Washington,Illinois State,72,64,,
427433,2024-11-25,Penn State,Fordham,85,66,,
427434,2024-11-25,CS Northridge,Denver,89,60,,
427437,2024-11-25,Michigan State,Colorado,72,56,,
431978,2024-11-25,Old Dominion,High Point,67,73,,
431979,2024-11-25,Kansas State,Longwood,80,64,,
431231,2024-11-25,Florida Tech,Richmond Spiders,57,67,,
427438,2024-11-25,UMass Lowell,Merrimack Warriors,81,74,,
427439,2024-11-25,Virginia Tech,Michigan,63,75,,
427440,2024-11-25,San Francisco,Clemson,55,70,,
427441,2024-11-25,Winthrop,LIU Sharks,87,65,,
427436,2024-11-26,N. Carolina Central,Carolina University,91,36,,
427442,2024-11-26,Stonehill,TX A&M Commerce,67,65,,
427445,2024-11-26,Chattanooga Mocs,Tennessee State,85,78,,
427446,2024-11-26,Navy,Washington Coll,94,43,,
427447,2024-11-26,Iona,Cornell,68,84,,
427448,2024-11-26,Buffalo,N. Carolina A&T,82,81,,
427449,2024-11-26,Columbia,New Hampshire Wildcats,83,57,,
427435,2024-11-26,Nicholls State,Mississippi Coll.,79,35,,
427450,2024-11-26,UTRGV,Le Moyne,97,77,,
427451,2024-11-26,Montana,Utah Tech,69,66,,
427443,2024-11-26,North Texas,Oregon State,58,55,,
427444,2024-11-26,Ohio State,Wisc. Green Bay,102,69,,
427453,2024-11-26,Arkansas,Md.-East. Shore,109,35,,
427454,2024-11-26,Houston Christian,Eastern Michigan,73,74,,
427455,2024-11-26,South Alabama,Incarnate Word,84,63,,
427456,2024-11-26,South Dakota Coyotes,Randall University,112,50,,
427457,2024-11-26,Southern Indiana,Indiana State,87,77,,
427458,2024-11-26,St. Louis Billikens,Quinnipiac,81,67,,
427459,2024-11-26,Troy,UTSA Roadrunners,86,72,,
427460,2024-11-26,Minnesota,Central Michigan,68,65,,
431981,2024-11-26,Liberty,McNeese State,62,58,,
431982,2024-11-26,Oral Roberts,Rogers State Hillcats,68,69,,
427461,2024-11-26,San Jose State,UTEP,71,65,,
427462,2024-11-26,South Carolina,Xavier,66,75,,
427463,2024-11-26,Illinois,UALR,92,34,,
427464,2024-11-26,Weber State,Justice College,93,45,,
427465,2024-11-26,UC Davis,Norfolk State,55,76,,
427466,2024-11-26,Idaho State,Embry-Riddle (AZ),97,46,,
427467,2024-11-26,Auburn,Iowa State,83,81,,
427468,2024-11-26,Abilene Christian,Southern Miss,82,74,,
427469,2024-11-26,Long Beach State,NC Greensboro,48,71,,
427470,2024-11-26,North Carolina,Dayton,92,90,,
432040,2024-11-26,Drexel,Chicago State,83,71,,
432041,2024-11-26,Old Dominion,Duquesne,54,67,,
432042,2024-11-26,Jacksonville Dolphins,Siena,75,64,,
431232,2024-11-26,Southern Illinois,Eastern Kentucky,72,77,,
427471,2024-11-26,Detroit,Tulsa,44,63,,
427472,2024-11-26,SE Louisiana,Gardner Webb,69,73,,
432043,2024-11-26,Mercer,Miami (Ohio),72,75,,
432044,2024-11-26,High Point,Hampton,76,73,,
432045,2024-11-26,San Francisco,Fordham,85,64,,
431983,2024-11-26,Creighton,San Diego State,53,71,,
427473,2024-11-26,Georgia State,Austin Peay,50,62,,
427474,2024-11-26,North Dakota,Bethune-Cookman,67,79,,
431233,2024-11-26,Richmond Spiders,Louisiana Tech,62,65,,
432046,2024-11-26,Colorado,UConn,73,72,,
432047,2024-11-26,Clemson,Penn State,75,67,,
427476,2024-11-26,Utah Tech,Denver,68,54,,
427480,2024-11-26,Utah Valley State,West Georgia,77,74,,
427490,2024-11-26,Bryant University,Tennessee State,97,85,,
427477,2024-11-26,Texas A&M,Oregon,70,80,,
427479,2024-11-26,Murray State,UT Arlington,79,66,,
432048,2024-11-26,Missouri State,South Dakota St.,55,75,,
431234,2024-11-26,Ball State,Florida Tech,94,57,,
432049,2024-11-26,Michigan State,Memphis,63,71,,
427481,2024-11-26,Cleveland State,NJIT,56,53,,
427482,2024-11-26,Tulane,Wyoming,63,64,,
427483,2024-11-26,Bellarmine,Midway,101,60,,
427484,2024-11-26,Kentucky,Western Kentucky,87,68,,
432050,2024-11-26,IPFW,Radford,56,69,,
411174,2024-11-27,Saint Josephs Hawks,Coppin State,83,54,,
411175,2024-11-27,Virginia,Manhattan,74,65,,
427475,2024-11-27,Delaware State,Penn State Wilkes-Barre,111,43,,
427485,2024-11-27,Loyola Maryland,VMI,70,67,,
427486,2024-11-27,St. Francis (PA),Lehigh,88,78,,
427487,2024-11-27,Stanford,Grand Canyon,71,78,,
427488,2024-11-27,Georgetown,Wagner,66,41,,
427489,2024-11-27,Citadel,St. Andrews,100,85,,
427491,2024-11-27,Army,Suny Maritime,91,52,,
427492,2024-11-27,Fairleigh Dickinson,St. Peters,76,78,,
427548,2024-11-27,Florida State,Western Carolina,91,57,,
432051,2024-11-27,Boston College,Boise State,63,61,,
427495,2024-11-27,Iowa,USC Upstate,110,77,,
427496,2024-11-27,Northern Colorado,Northern New Mexico,92,50,,
427497,2024-11-27,South Alabama,Western Illinois,63,64,,
427498,2024-11-27,Texas A&M-CC,Texas Lutheran,94,45,,
427499,2024-11-27,Belmont,Loyola Marymount,63,77,,
427500,2024-11-27,Long Beach State,UTEP,44,70,,
432052,2024-11-27,Dayton,Iowa State,84,89,,
427478,2024-11-27,Eastern Michigan,Northern Arizona,72,68,,
427501,2024-11-27,Utah Utes,Miss. Valley St.,94,48,,
427502,2024-11-27,Duke,Kansas,72,75,,
427503,2024-11-27,Pepperdine,CS Fullerton,63,72,,
427504,2024-11-27,Montana State,Abilene Christian,85,59,,
411176,2024-11-27,California Baptist,SMU Mustangs,77,79,,
427505,2024-11-27,Cal Poly,Grambling St.,82,79,,
427506,2024-11-27,UCLA,Southern Utah,88,43,,
427507,2024-11-27,UC Santa Barbara,East. Washington,67,51,,
427509,2024-11-27,San Jose State,NC Greensboro,69,64,,
432053,2024-11-27,North Carolina,Auburn,72,85,,
427510,2024-11-27,Seattle,Furman,56,61,,
427511,2024-11-27,Hawaii,Hawaii Pacific,67,63,,
427512,2024-11-27,Washington State,Fresno State,84,73,,
427513,2024-11-27,UMBC Retrievers,Morgan State,92,69,,
427514,2024-11-27,Rhode Island,Detroit,81,75,,
427515,2024-11-27,Indiana,Louisville,61,89,,
431235,2024-11-27,Louisiana Tech,Eastern Kentucky,78,69,,
432092,2024-11-27,North Dakota,SE Louisiana,60,76,,
427516,2024-11-27,Charleston,Northern Kentucky,79,64,,
427527,2024-11-27,Merrimack Warriors,UTSA Roadrunners,74,76,,
427517,2024-11-27,Brown,Stony Brook,77,54,,
427518,2024-11-27,Charlotte,East Tennessee St,55,75,,
427519,2024-11-27,Chattanooga Mocs,Bryant University,84,76,,
427520,2024-11-27,North Alabama,Dalton,100,69,,
427521,2024-11-27,Tennessee Tech,Presbyterian,90,75,,
427522,2024-11-27,Youngstown State,Western Michigan,62,73,,
427523,2024-11-27,Baylor,New Orleans,91,60,,
427528,2024-11-27,Texas Southern,Texas A&M-Kingsville,80,72,,
427524,2024-11-27,Georgia State,Tulsa,74,71,,
432093,2024-11-27,Iowa State,Colorado,99,71,,
431236,2024-11-27,Florida Tech,Southern Illinois,54,81,,
432094,2024-11-27,Bethune-Cookman,Gardner Webb,64,79,,
427526,2024-11-27,San Diego State,Oregon,68,78,,
427529,2024-11-27,Tennessee,UT Martin,78,35,,
427530,2024-11-27,Harvard,UMass,54,62,,
427531,2024-11-27,Robert Morris,Canisius,72,64,,
427532,2024-11-27,Princeton,Nazareth,99,63,,
427533,2024-11-27,Morehead State,NJIT,69,78,,
427534,2024-11-27,Appalachian State,Sam Houston St.,66,63,,
427535,2024-11-27,Air Force,Sacramento State,61,63,,
427539,2024-11-27,West Georgia,North Dakota St,61,73,,
427560,2024-11-27,Valparaiso,Northern Illinois,87,82,,
427536,2024-11-27,Maryland,Bucknell,91,67,,
427537,2024-11-27,Austin Peay,UT Arlington,58,68,,
427538,2024-11-27,Oklahoma,Providence,79,77,,
432095,2024-11-27,Auburn,Memphis,90,76,,
431237,2024-11-27,Ball State,Richmond Spiders,60,73,,
432054,2024-11-27,Virginia Tech,South Carolina,60,70,,
432096,2024-11-27,Belmont,Tulane,89,66,,
427540,2024-11-27,Western Illinois,Incarnate Word,75,86,,
427541,2024-11-27,Creighton,Texas A&M,73,77,,
427542,2024-11-27,Nebraska,South Dakota Coyotes,96,79,,
427543,2024-11-27,Winthrop,Averett,99,56,,
427544,2024-11-27,Missouri,Lindenwood,81,61,,
427545,2024-11-28,UCF Knights,Wisc. Milwaukee,84,76,,
427546,2024-11-28,Villanova,Rider,72,48,,
427547,2024-11-28,Vermont,Plattsburgh,78,55,,
427549,2024-11-28,Syracuse,Cornell,82,72,,
427550,2024-11-28,NC Wilmington,Colgate,59,72,,
427551,2024-11-28,Marshall,South Carolina St,82,53,,
427552,2024-11-28,Cincinnati,Alabama State,77,59,,
427553,2024-11-28,Arizona,Davidson,104,71,,
427554,2024-11-28,Georgia Tech,Charleston Southern,91,67,,
427555,2024-11-28,Samford,Utah Valley State,84,76,,
427556,2024-11-28,UTEP,NC Greensboro,64,58,,
427557,2024-11-28,Houston Christian,Northern Arizona,71,74,,
427558,2024-11-28,St. Louis Billikens,UMass Lowell,93,90,,
427559,2024-11-28,UALR,Md.-East. Shore,78,59,,
432055,2024-11-28,Michigan,Xavier,78,53,,
432097,2024-11-28,Loyola Marymount,Wyoming,73,70,,
427561,2024-11-28,Marquette,Stonehill,94,59,,
427562,2024-11-28,Montana,CS Northridge,83,75,,
432098,2024-11-28,Washington State,SMU Mustangs,60,77,,
427563,2024-11-28,San Diego Toreros,Marian Sabres,69,64,,
427564,2024-11-28,Pacific,Arkansas-Pine Bluff,83,71,,
427565,2024-11-28,California,Mercyhurst Lakers,81,55,,
427566,2024-11-28,Rutgers,Alabama,90,95,,
427567,2024-11-28,Long Beach State,San Jose State,66,82,,
432100,2024-11-28,Dayton,UConn,85,67,,
427568,2024-11-28,Houston,Notre Dame,65,54,,
427570,2024-11-28,UT Arlington,Rhode Island,78,83,,
427571,2024-11-28,Florida,Wake Forest,75,58,,
432147,2024-11-28,Gonzaga,Indiana,89,73,,
427572,2024-11-28,NC State,Purdue,61,71,,
427575,2024-11-28,Utah Valley State,North Dakota St,63,83,,
427573,2024-11-28,Illinois,Arkansas,90,77,,
427574,2024-11-28,TCU,Santa Clara,52,69,,
432148,2024-11-28,Arizona,Oklahoma,77,82,,
427576,2024-11-28,St. Bonaventure,Utah State,67,72,,
427578,2024-11-28,Washington,Colorado State,73,67,,
427579,2024-11-29,Butler,Northwestern,71,69,,
411177,2024-11-29,Kennesaw State,UC Irvine,59,76,,
432149,2024-11-29,Davidson,Providence,69,58,,
427580,2024-11-29,Northern Iowa,North Texas,48,68,,
427581,2024-11-29,USC,St. Marys (CA),36,71,,
427582,2024-11-29,Towson,Kent State,54,65,,
427583,2024-11-29,UNLV,Mississippi St.,58,80,,
427584,2024-11-29,Arizona State,New Mexico,85,82,,
432152,2024-11-29,Providence,Indiana,73,89,,
427585,2024-11-29,Appalachian State,Colgate,72,50,,
427586,2024-11-29,Boston College,Dartmouth,83,88,,
427587,2024-11-29,Bowling Green,Weber State,70,73,,
432150,2024-11-29,Wake Forest,Minnesota,57,51,,
427588,2024-11-29,DePaul,Valparaiso,89,70,,
427589,2024-11-29,Niagara,Binghamton,65,62,,
427590,2024-11-29,George Washington,VMI,77,64,,
427591,2024-11-29,Maine Black Bears,Elon,69,56,,
427592,2024-11-29,Tarleton,Iona,51,62,,
427593,2024-11-29,Troy,Merrimack Warriors,68,72,,
427594,2024-11-29,Bradley,Judson,107,41,,
427596,2024-11-29,Eastern Illinois,Northern Illinois,72,59,,
427597,2024-11-29,Vanderbilt,Tennessee Tech,87,56,,
427614,2024-11-29,Cleveland State,Morehead State,69,71,,
432151,2024-11-29,Florida,Wichita State,88,51,,
432155,2024-11-29,Brigham Young,NC State,72,61,,
427598,2024-11-29,Pepperdine,New Mexico State,82,70,,
411178,2024-11-29,Virginia,Holy Cross,67,41,,
427599,2024-11-29,Samford,West Georgia,86,65,,
427601,2024-11-29,Liberty,Central Penn,93,36,,
427602,2024-11-29,NC Wilmington,Sam Houston St.,69,60,,
427603,2024-11-29,James Madison,George Mason,61,66,,
427605,2024-11-29,Indiana State,Arkansas State,81,86,,
427606,2024-11-29,Lafayette,LIU Sharks,75,56,,
427607,2024-11-29,Penn,Navy,78,86,,
432156,2024-11-29,Washington,Santa Clara,76,69,,
427608,2024-11-29,Belmont,Gardner Webb,83,74,,
427604,2024-11-29,East Carolina,N. Carolina A&T,93,69,,
432157,2024-11-29,Louisville,Oklahoma,64,69,,
432158,2024-11-29,Purdue,Ole Miss,80,78,,
432159,2024-11-29,North Texas,Utah State,57,61,,
432160,2024-11-30,UNLV,Northwestern,61,66,,
411179,2024-11-30,VCU Rams,Elizabeth City,103,58,,
411181,2024-11-30,Clemson,Florida A&M,86,58,,
427609,2024-11-30,Siu Edwardsville,North Florida,73,78,,
427610,2024-11-30,Manhattan,Le Moyne,77,81,,
427612,2024-11-30,Kentucky,Georgia State,105,76,,
427613,2024-11-30,Duke,Seattle,70,48,,
427615,2024-11-30,Louisiana Monroe,Stephen F. Austin,60,68,,
427616,2024-11-30,LSU,Northwestern St.,77,53,,
427617,2024-11-30,Texas Tech,Northern Colorado,89,64,,
432161,2024-11-30,Gonzaga,Davidson,90,65,,
432162,2024-11-30,Northern Iowa,St. Bonaventure,56,68,,
427618,2024-11-30,Texas,Delaware State,90,68,,
427619,2024-11-30,Kent State,UC Irvine,39,51,,
432163,2024-11-30,St. Marys (CA),Arizona State,64,68,,
432164,2024-11-30,Mississippi St.,Butler,77,87,,
427620,2024-11-30,UC Santa Barbara,Miss. Valley St.,81,48,,
432165,2024-11-30,New Mexico,USC,83,73,,
427621,2024-11-30,Louisiana Tech,Southern Univ.,70,73,,
427622,2024-11-30,Sam Houston St.,Colgate,82,78,,
427623,2024-11-30,Seton Hall,Monmouth,51,63,,
427624,2024-11-30,Wisc. Green Bay,Campbell,66,72,,
427625,2024-11-30,Wisconsin,Chicago State,74,53,,
427626,2024-11-30,Georgia Tech,Central Arkansas,87,68,,
427627,2024-11-30,Vermont,Northeastern,68,64,,
427628,2024-11-30,Notre Dame,Creighton,76,80,,
427629,2024-11-30,TX A&M Commerce,IPFW,57,77,,
427630,2024-11-30,Marquette,Western Carolina,94,62,,
427631,2024-11-30,Southern Miss,Wisc. Milwaukee,66,65,,
427632,2024-11-30,Rider,Delaware,66,72,,
427633,2024-11-30,Ohio,Robert Morris,84,68,,
427634,2024-11-30,Miami (FL),Charleston Southern,79,83,,
427635,2024-11-30,Coastal Carolina,USC Upstate,73,51,,
427636,2024-11-30,IU Indy,Trinity (IL),106,49,,
427637,2024-11-30,Iona,Indiana State,80,83,,
427638,2024-11-30,Howard,Mount St. Mary's,75,79,,
427639,2024-11-30,High Point,Pfeiffer Falcons,81,50,,
427640,2024-11-30,Elon,Navy,69,63,,
432191,2024-11-30,Bowling Green,New Mexico State,61,60,,
427642,2024-11-30,Louisiana Lafayette,Nicholls State,75,76,,
427643,2024-11-30,NC Wilmington,Appalachian State,76,61,,
427647,2024-11-30,N. Carolina Central,Virginia-Lynchburg,131,51,,
427644,2024-11-30,Rutgers,Texas A&M,77,81,,
411183,2024-11-30,La Salle,Temple,83,75,,
427646,2024-11-30,UTSA Roadrunners,Houston Christian,78,71,,
427649,2024-11-30,Georgetown,Albany Great Danes,100,68,,
427650,2024-11-30,East Tennessee St,Austin Peay,79,57,,
427652,2024-11-30,Hofstra,Tarleton,59,61,,
427653,2024-11-30,Lafayette,Niagara,59,47,,
427654,2024-11-30,Penn,Maine Black Bears,77,64,,
427655,2024-11-30,Texas A&M-CC,Prairie View A&M,109,74,,
432192,2024-11-30,Pepperdine,Weber State,53,68,,
427657,2024-11-30,Utah Utes,East. Washington,88,80,,
427658,2024-11-30,Illinois (Chi.),Aurora,91,76,,
427659,2024-11-30,St. John's (N.Y.),Harvard,77,64,,
427660,2024-11-30,Idaho,UC Riverside,80,68,,
427645,2024-11-30,Youngstown State,Bethany,128,60,,
427651,2024-11-30,Kansas,Furman,86,51,,
427661,2024-11-30,Drake,Georgia Southern,61,47,,
427662,2024-11-30,Florida Atlantic,Florida Gulf Coast,78,80,,
427663,2024-11-30,Northern Kentucky,Bellarmine,86,70,,
427664,2024-11-30,Siena,Bucknell,71,58,,
427656,2024-12-01,UC San Diego,La Verne,109,33,,
427666,2024-12-01,Wright State,Air Force,70,57,,
427667,2024-12-01,UConn,Md.-East. Shore,99,45,,
427668,2024-12-01,Toledo,Oakland,52,85,,
427670,2024-12-01,Lehigh,Marist,74,69,,
427671,2024-12-01,Lamar,Our Lady Of The Lake,88,54,,
427672,2024-12-01,Georgia,Jacksonville Dolphins,102,56,,
427673,2024-12-01,Arkansas State,Rice,67,75,,
411182,2024-12-01,Kennesaw State,Kent State,60,67,,
427674,2024-12-01,Pacific,CS Fullerton,64,55,,
427675,2024-12-01,Alabama A&M,Lipscomb,44,82,,
427676,2024-12-01,Nebraska O.,Abilene Christian,55,71,,
427677,2024-12-01,Portland State,Utah Tech,71,68,,
427678,2024-12-01,Western Kentucky,Marshall,90,82,,
427685,2024-12-01,Sacramento State,Mercyhurst Lakers,60,66,,
427679,2024-12-01,Southeast Missouri State,UMKC,80,59,,
427680,2024-12-01,Southern Utah,CSU Bakersfield,74,64,,
427681,2024-12-01,Alabama,Oregon,81,83,,
427682,2024-12-01,Towson,UC Irvine,60,67,,
427683,2024-12-01,Stanford,Cal Poly,90,97,,
427684,2024-12-01,Oregon State,UC Davis,90,57,,
427686,2024-12-01,Maryland,Alcorn State,96,58,,
427687,2024-12-01,UMass,NJIT,80,68,,
427688,2024-12-01,Navy,Maine Black Bears,66,71,,
427696,2024-12-01,LIU Sharks,Niagara,52,60,,
427689,2024-12-01,Central Connecticut State,UMass Lowell,69,67,,
427690,2024-12-01,Stony Brook,Norfolk State,66,77,,
427716,2024-12-01,Longwood,Regent University,108,55,,
427691,2024-12-01,Penn State,Buffalo,87,64,,
427692,2024-12-01,Tennessee State,UNC Asheville,74,92,,
427693,2024-12-01,St. Francis (PA),Radford,70,79,,
427694,2024-12-01,Rice,Iona,70,66,,
427695,2024-12-01,Kansas State,Arkansas-Pine Bluff,120,73,,
427697,2024-12-01,Morgan State,Central Penn,123,70,,
427698,2024-12-01,Fordham,New Hampshire Wildcats,83,61,,
427699,2024-12-01,Fairfield,Fairleigh Dickinson,78,74,,
427700,2024-12-01,Central Michigan,Purdue Northwest,115,69,,
427702,2024-12-01,Penn,Elon,53,68,,
427703,2024-12-01,Minnesota,Bethune-Cookman,79,62,,
427714,2024-12-01,Troy,Eastern Kentucky,84,74,,
427704,2024-12-01,American University,Notre Dame MD,97,52,,
427705,2024-12-01,UAB,Middle Tenn. St.,69,76,,
427706,2024-12-01,Boston University,Sacred Heart,65,73,,
427707,2024-12-01,UCF Knights,California Baptist,74,59,,
427708,2024-12-01,Wofford,North Alabama,74,54,,
427710,2024-12-01,Stonehill,Quinnipiac,88,74,,
427711,2024-12-01,Oral Roberts,Missouri State,67,72,,
427712,2024-12-01,Nebraska,North Florida,103,72,,
427713,2024-12-01,Arkansas State,Hofstra,66,68,,
427715,2024-12-01,Xavier,South Carolina St,71,68,,
427709,2024-12-01,Texas Southern,Texas State,59,72,,
427718,2024-12-02,San Francisco,Mercyhurst Lakers,87,59,,
427719,2024-12-02,Tarleton,Indiana State,71,87,,
427721,2024-12-02,Georgetown,UMBC Retrievers,86,62,,
427722,2024-12-03,Coppin State,Loyola Maryland,57,68,,
427723,2024-12-03,Jacksonville State,Columbia International,89,59,,
427724,2024-12-03,Miami (Ohio),Air Force,73,60,,
427725,2024-12-03,Miss. Valley St.,Oakwood Ambassadors,91,71,,
427726,2024-12-03,Old Dominion,William & Mary,88,83,,
427727,2024-12-03,Rhode Island,Yale,84,78,,
427728,2024-12-03,Drexel,Bryant University,73,78,,
427729,2024-12-03,Louisiana Monroe,UT Arlington,70,84,,
427730,2024-12-03,Tulane,SE Louisiana,67,71,,
427731,2024-12-03,St. Thomas (Minn.),Chicago State,98,76,,
427732,2024-12-03,South Dakota St.,Dakota Wesleyan,78,62,,
427733,2024-12-03,St. Louis Billikens,Jackson State,74,66,,
427734,2024-12-03,Southern Indiana,EWU Phantoms,104,46,,
427735,2024-12-03,Colorado,Pacific,75,66,,
427720,2024-12-03,Nevada,Washington State,57,68,,
427740,2024-12-03,Maine Black Bears,Maine-Augusta,103,51,,
427741,2024-12-03,VMI,Virginia-Lynchburg,113,51,,
427742,2024-12-03,Butler,Eastern Illinois,73,58,,
427743,2024-12-03,Delaware,Delaware State,93,80,,
427744,2024-12-03,Villanova,Cincinnati,68,60,,
427745,2024-12-03,Appalachian State,Mid-Atlantic,85,43,,
411186,2024-12-04,Saint Josephs Hawks,Princeton,69,77,,
411187,2024-12-04,Northeastern,La Salle,82,68,,
427736,2024-12-04,Florida A&M,Presbyterian,66,63,,
427737,2024-12-04,Miami (FL),Arkansas,73,76,,
427738,2024-12-04,Northern Illinois,Benedictine,89,70,,
427746,2024-12-04,New Hampshire Wildcats,Dartmouth,65,69,,
427748,2024-12-04,McNeese State,Santa Clara,67,74,,
427749,2024-12-04,Missouri,California,98,93,,
427750,2024-12-04,NC Greensboro,High Point,72,68,,
427751,2024-12-04,Queens Royals,Winthrop,78,86,,
427752,2024-12-04,South Florida,Stetson,74,72,,
427753,2024-12-04,Iowa,Northwestern,80,79,,
427754,2024-12-04,Vermont,Brown,53,60,,
427755,2024-12-04,James Madison,East Tennessee St,71,61,,
427756,2024-12-04,Boston College,South Carolina,51,73,,
427757,2024-12-04,Hampton,N. Carolina A&T,82,71,,
427758,2024-12-04,Chattanooga Mocs,Lipscomb,62,80,,
427759,2024-12-04,Georgia,Notre Dame,69,48,,
427760,2024-12-04,Buffalo,Pittsburgh Bradford,100,65,,
427761,2024-12-04,Charleston,Tusculum,94,71,,
427763,2024-12-04,Akron,Northern Kentucky,86,73,,
427764,2024-12-04,Citadel,Toccoa Falls,94,57,,
427765,2024-12-04,Dayton,Western Michigan,77,69,,
427766,2024-12-04,Duquesne,St. Peters,59,62,,
427767,2024-12-04,East Carolina,NC Wilmington,53,67,,
